title,channel_title,category,views,likes,comment_count,engagement_rate,like_ratio,sentiment,publish_country,published_day_of_week,publish_hour,title_length,tag_count
Ù…Ù„Ø®Øµ Ù…Ø¨Ø§Ø±Ø§Ø© ØµÙ€ Ù„Ø§Ø­ Ø§Ù„ÙŠÙˆÙ… 2Í -4Í - Ø¬Ù†ÙˆÙ† Ø¹ØµØ§Ù… Ø§Ù„Ø´ÙˆØ§Ù„Ù‰ - ØªØ£Ù„Ù‚ Ø°Ø¦Ø§Ø¨ Ø§Ù„Ø¹Ø§ØµÙ…Ø©,Ù†Ø§Ø±ÙŠØ² I NAEIS,People & Blogs,752455,3783,488,0.0057,0.8753,neutral,FRANCE,Wednesday,20,121,0
"A Perfect Circle - So Long, And Thanks For All The Fish [Audio]",APerfectCircleVEVO,Music,1957923,24645,5124,0.0152,0.9101,positive,GB,Monday,15,63,17
Armin VLOG #33: The Upside Down,Armin van Buuren,Music,67314,2122,165,0.034,0.981,neutral,GB,Thursday,16,31,15
Episode 2 de la table multifonctions,Atelier amateur bois & mÃ©tal,Science & Technology,6263,308,54,0.0578,0.9655,neutral,FRANCE,Saturday,7,36,7
Adam Ruins Everything - The True Origins of Tulipmania | truTV,truTV,Entertainment,388834,6500,742,0.0186,0.9527,neutral,US,Thursday,15,62,33
The Problem with Toddlers in Youtube Comments,SootHouse,Comedy,624721,32531,8367,0.0655,0.9844,negative,CANADA,Friday,17,45,6
"John Legend And Tony Bennett Sing 'New York, New York'",CBS,Entertainment,798,45,6,0.0638,0.9,neutral,US,Monday,2,54,36
WRECK IT RALPH 2 Trailer 2 (2018),FilmSelect Trailer,Entertainment,3381903,46986,7672,0.0162,0.965,negative,CANADA,Monday,16,33,8
Charlie Puth - Done For Me (Jazz Version),Charlie Puth,Music,1818264,137561,6856,0.0794,0.9915,neutral,GB,Wednesday,16,41,21
MAKING A GINGERBREAD TRAIN,Marzia,People & Blogs,781464,56388,4081,0.0774,0.983,neutral,US,Saturday,18,26,22
"Top 10 Plays of the Night | April 01, 2018",NBA,Sports,480493,5064,257,0.0111,0.9615,positive,US,Monday,5,42,20
The Truth (About FEMA) Is Out There | The Great American* Puerto Rico Part 5,Full Frontal with Samantha Bee,People & Blogs,190725,1400,71,0.0077,0.953,positive,GB,Thursday,3,76,5
WIRI WIRI - SAISON 2 - EPISODE 3,Okay.africa,Entertainment,143477,2009,523,0.0176,0.9029,neutral,FRANCE,Monday,21,32,31
Meghan Markle Engaged To Prince Harry | The View,The View,Entertainment,477463,2644,2156,0.0101,0.5911,positive,GB,Monday,16,48,5
"A social worker has the worst day of his life. Then, a homeless man shows him what 'bad' really is.",Omeleto,Film & Animation,83301,2636,167,0.0336,0.9756,negative,US,Wednesday,8,99,7
Neighbours [Part 1],Domics,Comedy,748262,66082,5531,0.0957,0.9941,neutral,CANADA,Thursday,21,19,11
DORMIR AVEC UN MEC - JUNIOR TV,JuniorTV,Comedy,244939,17027,1062,0.0739,0.978,neutral,CANADA,Friday,16,30,21
Dashboard Confessional: We Fight [OFFICIAL VIDEO],Fueled By Ramen,Music,175249,7256,487,0.0442,0.95,negative,GB,Wednesday,15,49,28
Dave Matthews Band - Samurai Cop (Oh Joy Begin) (Visualizer),davematthewsbandVEVO,Music,292725,4819,385,0.0178,0.9718,positive,US,Thursday,12,60,4
TRY NOT TO LAUGH CHALLENGE!! - KNOCK KNOCK DAD JOKES EDITION,Eh Bee Family,People & Blogs,983990,19883,4169,0.0244,0.8265,negative,US,Saturday,14,60,11
Street Food in Ghana - GIANT CHOP-BAR LUNCH and West African Food Tour in Accra!,Mark Wiens,Travel & Events,176885,8193,1416,0.0543,0.971,neutral,FRANCE,Sunday,13,80,23
"Jenner cross checks Guentzel's throat, Crosby tries to fight Jones",SPORTSNET,Sports,135917,296,199,0.0036,0.9397,negative,CANADA,Friday,2,66,9
Paul Allen's Radio Call of the Minnesota Vikings' Unbelievable Miracle Touchdown vs. Saints,Highlight Heaven,Sports,2152206,32592,4053,0.017,0.9289,positive,US,Monday,1,91,5
Beck - Fix Me,BeckVEVO,Music,544284,10199,720,0.0201,0.952,neutral,GB,Tuesday,18,13,5
Two Love Stories,vlogbrothers,People & Blogs,232999,13918,1031,0.0642,0.9819,positive,US,Tuesday,20,16,13
Everything Wrong With Arrival In 16 Minutes Or Less,CinemaSins,Film & Animation,1614392,36163,6371,0.0263,0.9218,negative,US,Tuesday,17,51,11
Live PD: Can I Text My Mom? (Season 2) | A&E,A&E,Entertainment,1026639,7922,2449,0.0101,0.8969,neutral,US,Monday,12,44,34
Why Alita: Battle Angel Has Such Big Eyes,IGN,Entertainment,88373,1224,468,0.0191,0.91,negative,GB,Tuesday,2,41,14
DIY Bubbles you can eat! [New and improved version],Vat19,Entertainment,418165,6414,890,0.0175,0.98,positive,CANADA,Friday,20,51,26
Dead Beat Sirah ft. Skrillex (official video),SIRAH,Music,34262,2023,299,0.0678,0.9656,negative,US,Tuesday,16,45,9
Pourquoi je me fais des cheveux blancs ? - regenere.org,Regenere / Thierry Casasnovas,Education,9243,608,186,0.0859,0.8968,neutral,FRANCE,Thursday,6,55,28
SOLANGE ET MICHEL;;;;;;;Cauchemar en cuisine;;;;;a SÃ¨te dans l HERAULT,LIBERTES EGALITES.00???-TV-,Entertainment,56010,484,296,0.0139,0.929,positive,FRANCE,Wednesday,6,71,2
The Super Bowl Of All Riots | The Daily Show,Comedy Central UK,Comedy,295485,3514,252,0.0127,0.9721,positive,CANADA,Tuesday,14,44,30
SML Movie: Bowser Junior's Game Night 5,Arica Hutton,Entertainment,112836,807,444,0.0111,0.7424,neutral,CANADA,Thursday,19,39,2
Splitting Bullets in 4K,The Slow Mo Guys,People & Blogs,1397595,64074,3001,0.048,0.9894,neutral,CANADA,Tuesday,17,23,8
Cowboys vs. Falcons | NFL Week 10 Game Highlights,NFL,Sports,1042282,6029,3187,0.0088,0.9164,neutral,US,Monday,0,49,50
CHáº Y NGAY ÄI | RUN NOW | SÆ N TÃ™NG M-TP | Official Music Video,SÆ¡n TÃ¹ng M-TP Official,Music,27470728,753626,401470,0.042,0.8636,neutral,CANADA,Friday,17,66,25
gays on ice: olympics edition (ft. Adam Rippon),Tyler Oakley,Entertainment,243921,17918,2268,0.0828,0.9576,neutral,GB,Tuesday,20,47,17
"G-Eazy - 1942 (Audio) ft. Yo Gotti, YBN Nahmir",GEazyMusicVEVO,Music,440368,33138,1712,0.0791,0.9901,neutral,CANADA,Friday,4,46,4
Jet Engine VS FACE (Flying Like Iron Man Update),the Hacksmith,Science & Technology,3056115,51447,4561,0.0183,0.9592,positive,US,Thursday,17,48,26
MES MEMORIES SNAP DE 2017 !,SparkDise,People & Blogs,22202,2531,158,0.1211,0.9937,neutral,FRANCE,Saturday,17,27,10
Troye Sivan - The Good Side (Live on SNL),TroyeSivanVEVO,Music,624744,59201,3823,0.1009,0.9897,positive,GB,Sunday,8,41,7
Why female condoms are so hard to find,Vox,News & Politics,271281,6531,939,0.0275,0.8982,negative,US,Wednesday,12,38,28
Daz Watches Dr Phil High School Drop Out,Daz Games,Entertainment,329943,24673,2819,0.0833,0.9936,negative,CANADA,Sunday,16,40,14
Donald Glover Meets The Girl Scout Who Went Viral With 'Redbone',The Late Show with Stephen Colbert,Entertainment,1566362,28146,1754,0.0191,0.9812,neutral,GB,Thursday,8,64,27
Lil Uzi Vert - The Way Life Goes Remix (Feat. Nicki Minaj) [Official Music Video],LIL UZI VERT,People & Blogs,10403477,261095,33906,0.0284,0.9443,neutral,GB,Monday,22,81,21
Flume X Greenpeace,FlumeAUS,Music,217547,13242,600,0.0636,0.9923,neutral,GB,Sunday,21,18,28
Le Rond - Bapt&Gael,Bapt&Gael,Comedy,526419,36253,1073,0.0709,0.9777,neutral,FRANCE,Friday,15,19,25
Deleted video,Ã‡a Zap !,Entertainment,40932,398,30,0.0105,0.9409,neutral,FRANCE,Wednesday,10,13,56
Let's Talk about Money,vlogbrothers,People & Blogs,311054,12395,1592,0.045,0.9707,neutral,GB,Tuesday,19,22,12
The Unit E23 ... Marco changed his hairstyle ...,korea fans,Entertainment,89016,2285,201,0.0279,0.9943,neutral,CANADA,Sunday,14,48,0
A New View - OnePlus 5T Launch Event Live,OnePlus,Science & Technology,1069416,19475,441,0.0186,0.9372,neutral,FRANCE,Thursday,17,41,0
BOY TALK! | VALENTINES DAY EDITION | Sophia and Cinzia,Sophia and Cinzia,Film & Animation,96965,3845,318,0.0429,0.9424,neutral,GB,Wednesday,18,54,4
"Meghan Trainor Music Video - Speed It Up, Slow It Down",The Late Late Show with James Corden,Entertainment,120029,3584,153,0.0311,0.9616,neutral,GB,Thursday,6,54,26
Wild Turkey Bourbon & Matthew McConaughey Give Back for Thanksgiving,WildTurkeyBourbon,People & Blogs,154224,1584,272,0.012,0.9612,neutral,US,Monday,14,68,0
Sea of Thieves - E3 2018 - Cursed Sails and Forsaken Shores Announce,Xbox,Gaming,47531,1428,174,0.0337,0.9339,negative,GB,Sunday,20,68,46
MEETING MY NEW RESCUE KITTEN!,emmablackery,Entertainment,105459,10616,1217,0.1122,0.9951,positive,GB,Friday,19,29,13
"Ray Borg Reflects On Conor McGregorâ€™s Bus Attack, Eye Injury, â€˜Sadâ€™ State of Online Trolls, More",MMAFightingonSBN,Sports,22947,251,516,0.0334,0.4048,negative,GB,Wednesday,13,102,20
Check out these sights from the 2018 Winter Olympics Opening Ceremony,Toronto Star,News & Politics,294841,561,131,0.0023,0.6026,neutral,CANADA,Friday,16,69,12
JE TROUVE UN QUAD DEHORS ! ðŸ˜±,MoKeY,Entertainment,156363,7154,6306,0.0861,0.7001,neutral,FRANCE,Saturday,10,31,12
Airplane Dad: Part 2 - Cyanide & Happiness Shorts,ExplosmEntertainment,Comedy,794343,40957,2516,0.0547,0.9733,positive,US,Thursday,6,49,33
13 Reasons Why: Season 2 | Official Trailer [HD] | Netflix,Netflix,Entertainment,6976929,233115,22528,0.0366,0.9627,neutral,GB,Tuesday,14,58,32
Drake - God's Plan (Official Audio),Mr Singh,Music,1160896,27491,818,0.0244,0.8805,neutral,CANADA,Saturday,2,35,5
Sangria Wine & Havana (Live on the Billboard Music Awards),CamilaCabelloVEVO,Music,188453,15724,1037,0.0889,0.9377,positive,CANADA,Tuesday,21,58,21
COUP DU COEUR:CARINE MOKONZI NIVEAU ASABOLI SAINTHY NA TELEPHONE EN DIRECT NA EMISSION HEHE,MA MISSION TV,People & Blogs,42223,511,261,0.0183,0.8163,neutral,FRANCE,Wednesday,21,91,24
Beni Affet 1289. BÃ¶lÃ¼m,Beni Affet,Film & Animation,176204,1774,388,0.0123,0.8709,neutral,FRANCE,Tuesday,14,24,18
Joe Rogan Experience #1060 - Remi Warren,PowerfulJRE,People & Blogs,415802,4568,1256,0.014,0.8967,neutral,CANADA,Friday,1,40,21
Jennifer Lawrence Takes a Lie Detector Test | Vanity Fair,Vanity Fair,Entertainment,6132841,120122,9075,0.0211,0.9379,positive,US,Thursday,20,57,24
Quand t'es con : L'argent,Lolywood,Comedy,1391342,95637,2083,0.0702,0.9342,neutral,FRANCE,Sunday,14,25,14
ðŸš€ Dans le cratÃ¨re d'un volcan...,AstronoGeek,Science & Technology,63426,14424,1258,0.2472,0.9879,neutral,FRANCE,Friday,18,36,9
The French Toast Breakfast Sandwich,ByronTalbott,Howto & Style,83227,3424,294,0.0447,0.9548,neutral,US,Tuesday,0,35,25
Wallows: Pictures of Girls,The Late Late Show with James Corden,Entertainment,396618,19516,1541,0.0531,0.9854,neutral,GB,Wednesday,8,26,20
A Hidden Warning from History!,Jason A,News & Politics,42746,0,1053,0.0246,0.0,negative,CANADA,Saturday,2,30,4
Natti Natasha âŒ  Bad Bunny - Amantes de Una Noche ðŸ‘©ðŸ» ðŸŒ¹ðŸ°  [Official Video],Pina Records,Music,32393283,631175,36291,0.0206,0.9123,negative,GB,Thursday,21,87,33
Les Thunderman | Un coup de mou ðŸŽ‰| Nickelodeon France,Nickelodeon France,Entertainment,21249,286,13,0.0141,0.9502,neutral,FRANCE,Saturday,14,56,28
Waking Up with Sam Harris #103 - American Fantasies (with Kurt Andersen),Sam Harris,Science & Technology,74547,1019,1226,0.0301,0.7942,neutral,GB,Thursday,23,72,0
People Try Tiny Baking,BuzzFeedVideo,People & Blogs,424959,14753,557,0.036,0.9896,neutral,US,Wednesday,19,22,34
WHAT TO WEAR THIS PARTY SEASON | LOOKBOOK | Megan Ellaby,Megan Ellaby,People & Blogs,24319,2795,323,0.1282,0.9859,positive,GB,Thursday,19,56,20
Lin-Manuel Miranda & Ben Platt Found Tonight [Official Video],Atlantic Records,Music,3566092,181493,12930,0.0545,0.9832,neutral,GB,Monday,13,61,20
Football vs Soccer Trick Shots | Dude Perfect,Dude Perfect,Sports,17495717,626333,34608,0.0378,0.986,positive,US,Monday,22,45,43
Ø¹Ø¯Øª ØªØ­Ø¶ÙŠØ±Ø§Øª Ø±Ù…Ø¶Ø§Ù†5 /2018  Ù…ÙŠÙ†ÙŠ Ø¨Ø·Ø¨ÙˆØ· Ù…Ø³Ù…Ù† Ù…ÙˆØ±Ù‚ Ù†Ø§Ø§Ø§Ø¬Ø­ Ø¹Ø¬ÙŠÙ†Ø© Ø§Ù„Ø¨ÙŠØªØ²Ø§ 10Ø¯+ Ø·Ø±ÙŠÙ‚Ø© Ø§Ù„Ø¥Ø­ØªÙØ§Ø¸,SOUMA Ø³ÙˆÙ…Ø©,People & Blogs,59956,3558,578,0.069,0.9588,neutral,FRANCE,Sunday,15,151,46
Best & Worst Dressed Grammys 2018 (Dirty Laundry),Clevver Style,Howto & Style,568949,9187,1485,0.0188,0.9041,negative,US,Monday,8,49,32
H3 Podcast #38 - Hila Klein,H3 Podcast,Entertainment,790665,32185,5428,0.0476,0.9606,neutral,CANADA,Saturday,19,27,10
OUMOU SOW:Mon histoire secrÃ¨te avec Youssou Ndour,Pikini Production,Entertainment,15108,42,8,0.0033,0.875,neutral,FRANCE,Wednesday,13,50,27
LES PRINCES ET LES PRINCESSES DE L'AMOUR 5 â€ Ã‰PISODE 47 (06/02/2018) INÃ‰DIT,Nicholas Hardin,Entertainment,6101,39,0,0.0064,0.9286,neutral,FRANCE,Tuesday,20,79,3
Michael Avenatti: Michael Cohen isn't smart enough to be Trump's lawyer,Larry King,News & Politics,57770,560,315,0.0151,0.9211,negative,CANADA,Saturday,21,71,36
DOING NICOLE RICHIE'S MAKEUP?!,NikkieTutorials,Howto & Style,879264,62490,3732,0.0753,0.9853,neutral,US,Wednesday,21,30,34
Netta - TOY - Israel - Official Music Video - Eurovision 2018,Eurovision Song Contest,Entertainment,10326648,241097,36484,0.0269,0.8801,neutral,GB,Sunday,19,61,8
18 Magic Tricks That You Can Do,Troom Troom SELECT,Howto & Style,591634,7754,461,0.0139,0.9382,negative,CANADA,Friday,19,31,28
Wala Alik - Ep 26 - ÙˆÙ„Ø§Ø¹Ù„ÙŠÙƒ Ø§Ù„Ø­Ù„Ù‚Ø©,Al Aoula TV,Entertainment,106485,851,230,0.0102,0.9301,neutral,FRANCE,Thursday,15,47,20
What Is Love & Will You Ever Fall IN Love?,The Infographics Show,Education,184794,6353,1983,0.0451,0.971,positive,US,Tuesday,21,42,32
"YouTube, Letâ€™s Talk About Brother Logan Paul..",Jake Paul,People & Blogs,5355089,202219,26805,0.0428,0.8199,neutral,GB,Monday,21,48,59
Cobra Kai Season 2,Cobra Kai,Entertainment,806633,28280,6115,0.0426,0.9711,neutral,US,Thursday,17,18,25
J'AI ACHETÃ‰ UN PC PORTABLE SUR WISH !,SoloTech,Science & Technology,38282,1670,212,0.0492,0.9499,positive,FRANCE,Saturday,9,38,12
Lara Croft: Tomb Raider - Nostalgia Critic,Channel Awesome,Entertainment,419935,19958,4667,0.0586,0.983,negative,CANADA,Wednesday,23,42,19
Donald Trump Wanted WH Counsel McGahn To Deny Mueller Firing Story: NYT | Rachel Maddow | MSNBC,MSNBC,News & Politics,198767,1740,715,0.0124,0.9375,negative,CANADA,Thursday,6,95,39
Supergirl 3x09 Extended Promo Reign (HD) Season 3 Episode 9 Extended Promo Mid-Season Finale,TV Promos,Entertainment,236911,2281,426,0.0114,0.9896,neutral,CANADA,Tuesday,20,92,22
Gordon FLIPS OUT Over Chef Flirting With Customer | Hell's Kitchen,Hell's Kitchen,Entertainment,384152,3579,578,0.0108,0.9521,positive,CANADA,Tuesday,16,66,16
Twitter Is FURIOUS VS Fashion Show Aired Model's Runway Fall UNEDITED,Clevver News,Entertainment,352497,3220,515,0.0106,0.9521,negative,US,Wednesday,23,69,8
"HTV VIÌ€ YÃŠU MAÌ€ ÄÃŠÌN | Anh lÃ  ngÆ°á»i Ä‘Ã n Ã´ng vÃ o báº¿p, em cÃ³ yÃªu anh khÃ´ng | VYMD #20 | 25/1/2018",HTV Entertainment,Entertainment,1800385,10219,3332,0.0075,0.8722,neutral,CANADA,Thursday,14,114,24
Ø±Ø§Ù…Ø² ØªØ­Øª Ø§Ù„ØµÙØ± | Ø±Ø¯ ÙØ¹Ù„  ÙƒØ§Ø¨ØªÙ† Ø­Ø³Ø§Ù… Ø§Ù„Ø¨Ø¯Ø±Ù‰ Ø¨Ø¹Ø¯ Ø£ÙƒØªØ´Ø§Ù Ø§Ù„Ù…Ù‚Ù„Ø¨,Shahid.net,Film & Animation,202622,1259,115,0.0068,0.9257,neutral,FRANCE,Thursday,18,107,31
LIL SKIES - LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),Jandora Media,Music,2674644,71376,4912,0.0285,0.9842,neutral,GB,Thursday,20,72,10
Hereditary | Official Trailer HD | A24,A24,Film & Animation,2215999,15041,1418,0.0074,0.9592,neutral,GB,Tuesday,13,38,31
Max Oazo ft. CAMI - Supergirl,The Vibe Guide,Entertainment,33076,538,46,0.0177,0.9711,neutral,FRANCE,Monday,12,29,20
Fallout Continues Over Trumpâ€™s â€œSh*thole Countriesâ€ Remark | The Daily Show,Comedy Central UK,Comedy,190587,2189,308,0.0131,0.9618,neutral,CANADA,Tuesday,12,81,29
Helping the Police Find a Gun Underwater to Solve a Criminal Case! (Metal Detecting Underwater),DALLMYD,Sports,1712804,45596,4307,0.0291,0.9705,negative,CANADA,Saturday,15,95,33
Serious Questions: Avengers Infinity War,Screen Junkies,Film & Animation,386706,11988,2115,0.0365,0.7747,negative,GB,Sunday,17,40,23
Live It Up (Official Video) - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia),NickyJamTV,Music,11501355,400867,48100,0.039,0.9336,neutral,US,Friday,11,99,33
45 Beauty Secrets in 5 Minutesâ€”Hereâ€™s Everything We Learned in 2017 | Vogue,Vogue,Howto & Style,1409134,39739,969,0.0289,0.9648,positive,US,Wednesday,14,79,29
Suicide: Be Here Tomorrow.,Logan Paul Vlogs,Nonprofits,24286474,1988746,658130,0.109,0.7998,negative,US,Wednesday,18,26,16
Star Wars Forces of Destiny | The Path Ahead | Disney,Disney,Entertainment,217825,5248,1041,0.0289,0.9466,negative,GB,Monday,17,53,30
"TWICE - LIKEY, íŠ¸ì™€ì´ìŠ¤ - LIKEY (Part Changed Ver.) @2017 MBC Music Festival",MBCkpop,Music,2176732,106336,11089,0.0539,0.9609,positive,CANADA,Sunday,14,80,41
DISNEY SENT MICKEY MOUSE TO MY HOUSE!,Brian Hull,Entertainment,111222,6724,855,0.0681,0.9858,neutral,US,Tuesday,19,37,15
"Emission Kiosque du 5 AVRIL 2018:TAMBWE ELIEZER A MAKALA,Ngoy Kasandji en guerre",sangoyacongoactu,News & Politics,21644,113,25,0.0064,0.8968,neutral,FRANCE,Thursday,10,80,3
Klay - Dima Labes ft. Rayen,Klay,Music,796621,48409,3294,0.0649,0.9463,neutral,FRANCE,Sunday,18,27,12
Mariah Carey - The Star,MariahCareyVEVO,Music,681439,29225,5366,0.0508,0.9556,neutral,US,Thursday,11,23,27
TOP 10 VEGAN PRODUCTS â€“ OF ALL TIME !,Jenny Mustard,Howto & Style,31483,1818,176,0.0633,0.9854,positive,GB,Sunday,8,39,52
The Hobbit: The Desolation of Warners (Part 3/2),Lindsay Ellis,Entertainment,211989,20936,3515,0.1153,0.9833,neutral,GB,Friday,10,48,20
LOGAN PAULS SISTER WANTS TO DO YOUTUBE,PewDiePie,Entertainment,2549922,217178,23420,0.0944,0.9859,neutral,CANADA,Monday,18,38,5
Lauv - Chasing Fire [Official Audio],Lauv,Music,985297,52557,2099,0.0555,0.9924,negative,US,Thursday,4,36,6
President Jimmy Carter Is Still Praying For Donald Trump,The Late Show with Stephen Colbert,People & Blogs,1116789,16390,2375,0.0168,0.9732,positive,GB,Saturday,7,56,26
My Dad Hustled Me Hard,itsAlexClark,Film & Animation,1225626,37541,4898,0.0346,0.9689,negative,US,Wednesday,21,22,29
Soft Spring Tangerine Makeup | Face of the Month,Jenn Im,Howto & Style,147272,9959,531,0.0712,0.9895,neutral,CANADA,Monday,1,48,15
Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Game 4 / 2018 NBA Finals,MLG Highlights,Sports,3190684,15692,6501,0.007,0.919,neutral,CANADA,Saturday,3,92,20
TAXI 5  La RelÃ¨ve - Bande Annonce (2018),FilmsActu,Film & Animation,464969,4978,987,0.0128,0.7955,neutral,FRANCE,Sunday,12,41,6
How Do Kids and Artists See While Drawing? | Eye Tracking,Function,Science & Technology,90214,2575,189,0.0306,0.9817,neutral,US,Wednesday,0,57,55
9 CHOSES GRATUITES QU'ON PEUT DEMANDER DANS UN AVION !,Un Regard  9,Entertainment,23742,2795,582,0.1422,0.9762,neutral,FRANCE,Monday,19,54,7
Fahrenheit 451 (2018) Official Teaser ft. Michael B. Jordan & Michael Shannon | HBO,HBO,Film & Animation,1740331,28330,6173,0.0198,0.9286,negative,CANADA,Monday,17,83,25
GLORIA [KIDS UNITED]  EST-ELLE AMOUREUSE??,Gu'Live,Entertainment,6810,434,61,0.0727,0.9559,positive,FRANCE,Monday,16,42,12
Grace VanderWaal - City Song,GraceVanderWaalVEVO,Music,1721538,133878,8434,0.0827,0.9897,positive,GB,Wednesday,15,28,4
22 Years of Life Milestone,TheOdd2sOut,Comedy,873357,83570,24392,0.1236,0.9924,neutral,US,Monday,19,26,5
Daz Watches Worst Kickstarters #9,Daz Games,Entertainment,349218,22033,3198,0.0722,0.9752,negative,US,Friday,16,33,10
Owner Breaks Down Into TEARS After Gordon Rips Into His Restaurant | Kitchen Nightmares,Kitchen Nightmares,Entertainment,303450,6572,1589,0.0269,0.9735,negative,CANADA,Wednesday,16,87,13
Parents Who Never Grew Up,Reaction Time,Entertainment,192875,12443,2171,0.0758,0.9916,neutral,CANADA,Wednesday,20,25,30
"Miguel - Come Through and Chill (Audio) ft. J. Cole, Salaam Remi",MiguelVEVO,Music,383694,20241,1349,0.0563,0.9918,neutral,US,Monday,5,64,4
Westworld Season 2 -- A Primer,Singing Traveller047,People & Blogs,608365,8789,919,0.016,0.9646,neutral,GB,Tuesday,3,30,0
Oscars 2018: Nominations Announcement,Oscars,Film & Animation,1494486,19426,7734,0.0182,0.7965,neutral,US,Tuesday,14,37,0
Charlie Puth (feat. Boyz II Men) - If You Leave Me Now (Studio Session),Charlie Puth,Music,3740389,135396,6926,0.0381,0.9867,negative,GB,Thursday,17,71,20
Game of Zones - S5E7: NBA 1K,Bleacher Report,Other,1699351,44506,4323,0.0287,0.9919,neutral,GB,Thursday,21,28,21
Montpellier HÃ©rault SC - Olympique de Marseille (1-1)  - RÃ©sumÃ© - (MHSC - OM) / 2017-18,Ligue 1 Conforama,Sports,129384,1183,376,0.012,0.9278,neutral,FRANCE,Monday,1,90,31
UN MARIAGE POUR BIENTÃ”T ?,Tycia,Howto & Style,21089,1695,108,0.0855,0.9872,neutral,FRANCE,Sunday,16,26,31
Walking while black,Vox,News & Politics,505886,23207,7030,0.0598,0.8119,neutral,CANADA,Thursday,12,19,35
Arielle Dombasle et Steevie Boulay dÃ©guisÃ©s en soldats,Les Grosses TÃªtes,Comedy,3008,18,0,0.006,0.9,neutral,FRANCE,Friday,14,56,26
"Quand tu lances un avion en papier... (drÃ´le, insolite, record)",BEST OF CULTES,Comedy,120826,2803,116,0.0242,0.9743,neutral,FRANCE,Tuesday,8,64,29
"CRISTIANO RONALDO E FRED, O GRANDE ENCONTRO",Desimpedidos,Sports,6377476,1155274,85427,0.1945,0.9959,neutral,GB,Sunday,21,43,22
WWE's Vince McMahon announces he will relaunch XFL in 2020 [Press Conference] | ESPN,ESPN,Sports,663376,11522,6489,0.0272,0.9228,neutral,US,Thursday,20,84,17
